committee_id,committee_name,Political Affiliation
C00446260,,D
C00446302,,D
C00446310,,D
C00446336,,R
C00446344,,R
C00446351,,R
C00446369,,D
C00446377,,D
C00446419,,D
C00446450,,R
C00446468,,R
C00446476,,R
C00446484,,D
C00446492,,R
C00446500,,D
C00446518,,I
C00446534,,D
C00446542,,R
C00446559,,D
C00446575,,R
C00446583,,D
C00446609,,I
C00446617,,R
C00446633,,D
C00446666,,R
C00446682,,R
C00446690,,D
C00446716,,R
C00446740,,D
C00446757,,D
C00446765,,D
C00446773,,H
C00446781,,R
C00446799,,R
C00446807,,R
C00446815,MCCLINTOCK FOR CONGRESS,R
C00446849,,WFP
C00446856,,D
C00446864,,D
C00446872,,D
C00446898,,R
C00446906,,D
C00446914,,R
C00446922,,R
C00446971,,D
C00446989,,R
C00446997,,D
C00447003,,I
C00447011,,R
C00447029,,D
C00447037,,D
C00447045,,R
C00447052,,R
C00447110,,I
C00447136,,D
C00447151,,R
C00447193,,D
C00447201,DEMOCRATIC CLUB OF SANTA MARIA VALLEY,D
C00447219,,I
C00447243,,R
C00447250,,R
C00447268,,R
C00447276,,D
C00447318,,R
C00447326,,D
C00447359,,R
C00447367,,D
C00447375,,D
C00447383,,I
C00447391,,R
C00447409,,B
C00447417,,R
C00447433,,D
C00447441,,R
C00447458,,R
C00447466,,R
C00447474,,D
C00447490,,D
C00447508,,D
C00447516,,R
C00447532,,D
C00447540,,R
C00447565,FINSECA PAC,N
C00447599,,R
C00447607,,R
C00447615,,R
C00447623,,R
C00447631,,R
C00447649,,D
C00447656,,I
C00447664,,D
C00447672,,I
C00447680,,I
C00447698,,R
C00447706,,R
C00447730,,H
C00447748,,R
C00447755,,R
C00447763,,R
C00447771,,TLP
C00447789,,R
C00447797,,D
C00447805,,H
C00447813,,R
C00447821,,D
C00447839,,D
C00447854,,R
C00447862,,R
C00447870,,D
C00447888,,R
C00447896,,R
C00447904,,UNK
C00447979,,UNK
C00447987,,R
C00447995,,D
C00448035,,R
C00448043,,DTS
C00448050,,R
C00448068,,R
C00448076,,D
C00448084,,GRN
C00448118,,R
C00448126,,H
C00448134,,D
C00448142,,R
C00448159,,R
C00448175,,D
C00448183,,R
C00448209,,H
C00448217,,R
C00448225,,R
C00448233,,D
C00448241,,D
C00448258,,I
C00448266,,D
C00448274,,G
C00448282,,R
C00448290,,D
C00448308,,R
C00448332,,D
C00448340,,D
C00448357,,R
C00448365,,D
C00448373,HUCK PAC,R
C00448399,,R
C00448407,,R
C00448415,,R
C00448423,,R
C00448431,,I
C00448506,,R
C00448514,,R
C00448522,,R
C00448589,,D
C00448605,,R
C00448613,,D
C00448621,,R
C00448639,,D
C00448654,,D
C00448696,SENATE CONSERVATIVES FUND,R
C00448704,,I
C00448712,,R
C00448720,,R
C00448753,,D
C00448795,,D
C00448803,,I
C00448811,,R
C00448829,,H
C00448894,,D
C00448928,,D
C00448936,,D
C00448944,,R
C00448969,,R
C00448977,,R
C00449017,,R
C00449025,,D
C00449033,,I
C00449074,,R
C00449090,,R
C00449132,,D
C00449140,,R
C00449157,,R
C00449165,CINTAS CORPORATION PARTNERS PAC,R
C00449181,,R
C00449199,,R
C00449207,,R
C00449215,,R
C00449223,,R
C00449231,,R
C00449249,,R
C00449256,,R
C00449264,,D
C00449272,,R
C00449322,,R
C00449330,,I
C00449348,,D
C00449355,,I
C00449363,,I
C00449371,,D
C00449389,,R
C00449397,,R
C00449405,,R
C00449439,,D
C00449447,,R
C00449462,,NPA
C00449470,,G
C00449496,,I
C00449504,,D
C00449512,,D
C00449538,NATIONAL ASSOCIATION OF ADDICTION TREATMENT PROVIDERS,N
C00449553,,D
C00449561,,D
C00449579,,G
C00449587,,R
C00449595,,R
C00449629,,R
C00449637,,I
C00449652,,D
C00449660,,D
C00449678,,D
C00449686,,R
C00449702,,PRO
C00449744,,D
C00449751,,D
C00449769,,NNE
C00449793,,D
C00449827,,R
C00449868,,R
C00449876,,I
C00449892,,R
C00449934,,I
C00449975,,D
C00449991,,I
C00450007,,UNK
C00450015,,R
C00450023,,R
C00450031,,R
C00450049,,D
C00450072,WEST VIRGINIA BANKERS ASSOCIATION PAC,N
C00450098,WOMENCOUNT PAC,D
C00450106,,UNK
C00450114,,R
C00450122,,R
C00450130,,R
C00450148,,R
C00450239,PREMIUM CIGAR ASSOCIATION POLITICAL ACTION COMMITTEE (PREMIUM CIGAR PAC),R
C00450254,,D
C00450262,,R
C00450312,,R
C00450320,INVEST IN A STRONG AND SECURE AMERICA,R
C00450338,,D
C00450346,,R
C00450353,,R
C00450361,,D
C00450379,,H
C00450387,,D
C00450395,,D
C00450478,,D
C00450502,,R
C00450551,,D
C00450569,,D
C00450577,,D
C00450593,,D
C00450619,,D
C00450643,,I
C00450650,,LBT
C00450668,,G
C00450676,,D
C00450684,,D
C00450718,,D
C00450742,,R
C00450783,,I
C00450791,,I
C00450817,,R
C00450825,,R
C00450841,,H
C00450858,,D
C00450940,,A
C00450981,,D
C00451005,,R
C00451039,,R
C00451047,,R
C00451062,,D
C00451070,,R
C00451096,,I
C00451104,,D
C00451112,,D
C00451120,,D
C00451138,,D
C00451146,,D
C00451161,,D
C00451179,,R
C00451187,,R
C00451195,,R
C00451203,,R
C00451211,,R
C00451229,,R
C00451237,,R
C00451245,,R
C00451252,,R
C00451302,,D
C00451328,,R
C00451336,RICHMOND FOR CONGRESS,D
C00451344,,D
C00451419,,D
C00451427,,G
C00451534,,I
C00451542,,GRN
C00451559,,D
C00451583,WOLVERINE PAC,D
C00451617,,R
C00451641,,H
C00451658,,D
C00451666,,D
C00451674,,D
C00451682,,D
C00451765,,D
C00451807,,R
C00451831,,R
C00451849,,D
C00451856,,D
C00451864,,R
C00451872,,H
C00451880,,I
C00451898,,R
C00451906,,R
C00451914,,JCN
C00451930,,D
C00451948,,R
C00451955,,I
C00451963,,O
C00452011,,D
C00452060,,D
C00452078,,R
C00452094,,D
C00452136,,D
C00452185,,I
C00452193,,R
C00452201,,R
C00452250,,R
C00452268,,H
C00452367,,D
C00452383,FAMILY RESEARCH COUNCIL ACTION POLITICAL ACTION COMMITTEE,R
C00452433,,D
C00452441,,D
C00452458,,I
C00452466,,I
C00452474,,R
C00452482,,R
C00452532,,I
C00452540,,NNE
C00452565,,D
C00452573,,R
C00452615,,R
C00452623,,D
C00452664,,G
C00452672,,I
C00452680,,R
C00452698,,D
C00452714,,R
C00452722,,G
C00452730,,I
C00452789,,D
C00452797,,D
C00452813,,R
C00452821,,R
C00452839,,NPA
C00452847,SCHLEP LABS,D
C00452854,,D
C00452862,,D
C00452888,,I
C00452896,,R
C00452938,,R
C00452987,,I
C00452995,,R
C00453001,,R
C00453027,,GRN
C00453035,,R
C00453043,,I
C00453068,,PIP
C00453076,,R
C00453183,,R
C00453241,,I
C00453266,,GRN
C00453282,,R
C00453316,,R
C00453365,,D
C00453456,,D
C00453464,,O
C00453498,,R
C00453530,,R
C00453621,,D
C00453639,,R
C00453647,,I
C00453654,,I
C00453662,,D
C00453704,EMGAGE FEDERAL POLITICAL ACTION COMMITTEE,D
C00453712,,D
C00453738,,R
C00453753,,D
C00453761,,R
C00453787,,R
C00453795,,I
C00453803,,R
C00453811,,D
C00453845,,D
C00453852,,D
C00453860,,R
C00453928,,R
C00453936,,D
C00453944,,I
C00454033,,D
C00454066,,H
C00454074,TEAPARTYEXPRESS.ORG,R
C00454165,,I
C00454215,,D
C00454223,,D
C00454256,,I
C00454264,,O
C00454298,,D
C00454330,,G
C00454439,,D
C00454447,,R
C00454488,,R
C00454546,,H
C00454595,,R
C00454678,,R
C00454694,,D
C00454728,,D
C00454744,,D
C00454751,,R
C00454769,,H
C00454785,,D
C00454827,,R
C00454876,,I
C00454892,,I
C00454942,,R
C00454967,,I
C00455006,,D
C00455014,,G
C00455048,ABSOLUTE ENERGY PAC,N
C00455055,,D
C00455071,,A
C00455162,,H
C00455295,,R
C00455378,THE NATIONAL REPUBLICAN TRUST PAC,R
C00455394,"WRITERS GUILD OF AMERICA WEST, INC. PAC (WGAW PAC)",D
C00455436,,R
C00455543,,G
C00455592,,R
C00455618,,G
C00455659,,R
C00455683,,D
C00455691,,D
C00455758,,D
C00455790,,R
C00455808,,R
C00455816,,G
C00455865,,D
C00455899,,R
C00455923,FEDUP POLITICAL ACTION COMMITTEE AKA FEDUP PAC,R
C00455956,,D
C00455964,,D
C00456152,,R
C00456244,,R
C00456269,,D
C00456277,WESTERN DUBUQUE BIODIESEL LLC PAC,D
C00456327,,D
C00456699,BOND DEALERS OF AMERICA POLITICAL ACTION COMMITTEE,R
C00456764,,D
C00456772,,R
C00456814,,UNK
C00456855,,D
C00456871,,R
C00456988,,H
C00456996,,D
C00457010,,D
C00457028,,R
C00457069,,D
C00457150,,R
C00457200,,D
C00457234,"MARSH & MCLENNAN COMPANIES, INC. PAC (MMCPAC)",N
C00457242,BLUE CROSS BLUE SHIELD OF ALABAMA PAC,R
C00457259,,GRN
C00457267,,D
C00457275,,O
C00457309,,R
C00457325,SHAHEEN FOR SENATE,D
C00457341,,D
C00457390,,B
C00457440,,D
C00457556,,D
C00457614,,D
C00457622,,D
C00457630,,D
C00457671,,D
C00457713,,D
C00457721,,D
C00457754,U.S. TRAVEL ASSOCIATION PAC,N
C00457762,,JCN
C00457770,,JCN
C00457788,,JCN
C00457796,,JCN
C00457804,,R
C00457861,,D
C00457879,,R
C00457887,,R
C00457895,,GRN
C00457903,,D
C00457929,,R
C00457945,,D
C00457952,,R
C00457960,,R
C00457978,,R
C00457986,,D
C00458000,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,D
C00458059,,D
C00458083,,D
C00458117,,D
C00458125,,D
C00458133,,D
C00458141,,D
C00458158,LKQ CORPORATION EMPLOYEE GOOD GOVERNMENT FUND,R
C00458174,,D
C00458182,,R
C00458190,,D
C00458208,,D
C00458216,,R
C00458232,,D
C00458240,,D
C00458257,EMPLOYEE--OWNED S CORPORATIONS OF AMERICA PAC (ESCA PAC),N
C00458281,,R
C00458315,,R
C00458323,,D
C00458331,,D
C00458349,,D
C00458372,,R
C00458398,,D
C00458422,,I
C00458448,,I
C00458455,,R
C00458463,PORTMAN FOR SENATE COMMITTEE,R
C00458471,,R
C00458497,,D
C00458505,,D
C00458521,,D
C00458570,A NEW DIRECTION PAC,D
C00458604,,R
C00458612,,UNK
C00458620,,H
C00458638,,D
C00458646,,D
C00458661,,D
C00458679,,R
C00458687,,R
C00458703,,D
C00458711,,R
C00458737,,R
C00458752,,R
C00458760,,D
C00458778,,D
C00458786,,D
C00458810,,R
C00458828,"TEAM GRAHAM, INC.",R
C00458844,,R
C00458851,,D
C00458877,,R
C00458885,,D
C00458893,,D
C00458901,,UNK
C00458919,,R
C00458968,,R
C00458976,,D
C00458992,,R
C00459016,,D
C00459024,,I
C00459032,,D
C00459040,,D
C00459099,,D
C00459115,,R
C00459123,NEW PIONEERS PAC,R
C00459156,,GRN
C00459172,,D
C00459180,,R
C00459198,,R
C00459206,,R
C00459230,,R
C00459248,,D
C00459255,,R
C00459271,,D
C00459297,,R
C00459347,,R
C00459354,,R
C00459362,,R
C00459370,,H
C00459388,,R
C00459396,,R
C00459420,,D
C00459438,,R
C00459446,,D
C00459461,,R
C00459479,,R
C00459487,,R
C00459495,,R
C00459503,,R
C00459511,,R
C00459537,,R
C00459560,,R
C00459586,,D
C00459594,,I
C00459610,,R
C00459628,,R
C00459636,,D
C00459669,,R
C00459677,,D
C00459685,,I
C00459727,,R
C00459735,,D
C00459750,,I
C00459768,,D
C00459776,,D
C00459792,,R
C00459826,,R
C00459842,,D
C00459859,,D
C00459875,,R
C00459883,,R
C00459891,,R
C00459909,,D
C00459917,,D
C00459941,,R
C00459958,,O
C00459966,,R
C00459974,,D
C00460006,,D
C00460048,,R
C00460055,,D
C00460063,,R
C00460105,,R
C00460139,,R
C00460147,,D
C00460162,,D
C00460170,,D
C00460220,,R
C00460246,,R
C00460261,,D
C00460329,,R
C00460337,,D
C00460378,CORNYN MAJORITY COMMITTEE,R
C00460386,,D
C00460394,,R
C00460402,,R
C00460410,,D
C00460428,,R
C00460436,,D
C00460444,,R
C00460469,,D
C00460519,,D
C00460527,,D
C00460535,,R
C00460543,,R
C00460550,,R
C00460568,,R
C00460576,,R
C00460634,,D
C00460642,,D
C00460659,,R
C00460667,,R
C00460683,,R
C00460691,,R
C00460709,,R
C00460725,,R
C00460733,,R
C00460741,,R
C00460758,,R
C00460766,,D
C00460790,,D
C00460808,,R
C00460824,,D
C00460832,,R
C00460881,,O
C00460899,,D
C00460915,,R
C00460923,,R
C00460931,,D
C00460949,,D
C00460956,,R
C00460964,,R
C00460972,BLUE WAVE PROJECT,D
C00460980,,R
C00460998,,D
C00461012,,R
C00461020,,R
C00461038,,D
C00461046,FRIENDS OF PAT TOOMEY,R
C00461053,,R
C00461061,,D
C00461079,,R
C00461087,,D
C00461103,,D
C00461111,,D
C00461129,RGA REINSURANCE COMPANY FEDERAL PAC,R
C00461160,,R
C00461178,,D
C00461186,,R
C00461194,,D
C00461202,,R
C00461244,LIBERTARIAN PARTY OF OHIO,L
C00461285,,I
C00461293,,R
C00461301,,R
C00461319,,R
C00461327,,I
C00461335,,D
C00461343,,D
C00461350,,R
C00461368,,R
C00461392,,UNK
C00461426,,R
C00461434,,R
C00461442,,R
C00461459,,R
C00461467,,R
C00461475,,D
C00461483,,R
C00461491,,D
C00461533,,R
C00461558,,D
C00461566,,H
C00461582,,D
C00461608,,R
C00461640,,UNK
C00461657,,R
C00461665,,R
C00461681,,R
C00461699,,R
C00461731,,D
C00461749,,R
C00461780,,R
C00461798,,D
C00461806,,R
C00461814,,R
C00461822,,R
C00461830,,R
C00461848,,R
C00461855,,D
C00461863,,R
C00461871,,R
C00461889,,R
C00461905,,R
C00461921,,R
C00461947,,D
C00461954,,R
C00461962,,R
C00461970,,R
C00461988,,D
C00462010,,R
C00462028,,R
C00462036,,R
C00462044,WORKERS UNITED FOR POLITICAL POWER,D
C00462051,,D
C00462069,,R
C00462077,,R
C00462101,,D
C00462119,,R
C00462135,,NNE
C00462143,,R
C00462150,,I
C00462168,,NNE
C00462176,,D
C00462218,,R
C00462226,,R
C00462234,,R
C00462242,,R
C00462259,,R
C00462267,,R
C00462275,,D
C00462283,,R
C00462291,,G
C00462309,,R
C00462317,,R
C00462325,,R
C00462333,HOUSE SENATE VICTORY FUND,D
C00462366,,R
C00462374,,R
C00462382,,R
C00462390,,D
C00462408,,D
C00462424,,D
C00462432,,R
C00462481,,R
C00462499,,R
C00462507,,D
C00462515,,R
C00462523,,R
C00462531,,D
C00462549,,R
C00462556,,R
C00462580,,D
C00462598,,D
C00462606,,D
C00462655,,D
C00462663,,R
C00462671,,R
C00462697,,D
C00462705,,R
C00462721,,R
C00462739,,R
C00462747,,R
C00462762,,R
C00462770,,D
C00462788,,R
C00462804,,D
C00462812,,D
C00462838,,D
C00462846,,R
C00462853,,R
C00462861,,D
C00462887,,R
C00462895,,D
C00462903,,R
C00462911,,R
C00462929,,D
C00462937,,R
C00462945,,R
C00462978,,I
C00462986,,R
C00462994,,R
C00463000,,R
C00463018,,D
C00463042,,R
C00463059,,R
C00463067,,R
C00463141,,D
C00463158,,D
C00463166,,R
C00463174,,R
C00463182,,R
C00463190,,R
C00463224,,G
C00463240,,R
C00463257,,R
C00463265,,R
C00463273,,R
C00463281,,R
C00463299,,R
C00463307,,D
C00463315,,D
C00463323,,R
C00463349,,R
C00463356,,R
C00463364,,D
C00463372,,D
C00463380,,R
C00463398,,D
C00463406,,D
C00463414,,R
C00463430,,H
C00463455,,D
C00463463,,D
C00463471,,R
C00463489,,R
C00463497,,R
C00463505,,R
C00463513,,R
C00463521,,R
C00463554,,R
C00463562,,R
C00463570,,R
C00463604,,D
C00463612,,R
C00463620,,R
C00463638,,D
C00463653,,R
C00463661,,D
C00463679,,I
C00463687,,R
C00463695,,GOP
C00463711,,R
C00463737,,B
C00463752,,R
C00463760,,D
C00463778,,D
C00463794,,R
C00463802,,R
C00463810,,R
C00463828,,G
C00463836,,R
C00463851,,R
C00463869,,R
C00463877,,R
C00463885,,R
C00463893,,R
C00463901,,I
C00463927,,D
C00463935,,R
C00463950,,D
C00463968,,I
C00463976,,R
C00463992,,NPA
C00464008,,R
C00464032,,R
C00464057,,R
C00464065,,I
C00464073,,R
C00464081,,R
C00464099,,R
C00464107,,R
C00464115,,R
C00464123,,R
C00464149,,R
C00464156,,H
C00464164,,R
C00464172,,R
C00464206,,D
C00464214,,R
C00464222,,R
C00464230,,D
C00464255,,NPA
C00464297,,R
C00464305,,UNK
C00464321,,R
C00464339,,R
C00464347,,D
C00464354,,R
C00464370,,R
C00464388,,R
C00464404,,R
C00464412,,R
C00464420,,R
C00464438,,R
C00464479,,R
C00464487,,R
C00464495,,D
C00464503,,R
C00464511,,D
C00464552,,R
C00464560,,R
C00464578,,R
C00464586,,R
C00464594,,D
C00464602,,R
C00464610,,D
C00464636,,R
C00464669,,R
C00464677,,R
C00464685,,D
C00464693,,R
C00464701,,D
C00464735,,D
C00464743,,D
C00464750,,D
C00464776,,R
C00464784,,D
C00464818,,D
C00464826,,R
C00464842,,R
C00464859,,R
C00464867,,R
C00464875,,R
C00464883,,R
C00464891,,R
C00464909,,R
C00464917,,D
C00464933,,R
C00464941,,R
C00464966,,R
C00465005,,R
C00465013,,R
C00465021,,R
C00465039,,R
C00465047,,R
C00465054,,R
C00465062,,D
C00465070,,R
C00465088,,R
C00465096,,R
C00465120,,R
C00465138,,R
C00465146,,R
C00465187,,R
C00465195,,D
C00465203,,D
C00465237,,R
C00465245,,R
C00465252,,R
C00465302,,R
C00465310,,R
C00465328,,I
C00465336,,R
C00465344,,D
C00465377,,R
C00465385,,UNK
C00465393,,R
C00465419,,D
C00465427,,R
C00465435,,D
C00465443,,I
C00465450,,D
C00465468,,R
C00465476,,I
C00465484,,R
C00465492,,D
C00465500,,R
C00465534,,R
C00465559,,D
C00465567,,R
C00465575,,R
C00465617,,R
C00465625,,R
C00465633,,R
C00465641,,H
C00465666,,I
C00465674,,R
C00465724,,R
C00465732,,R
C00465740,,R
C00465765,,R
C00465773,,R
C00465781,,UTP
C00465799,,R
C00465807,,R
C00465815,,D
C00465823,,D
C00465831,,R
C00465856,,R
C00465880,,D
C00465898,,R
C00465906,,R
C00465914,,O
C00465922,,R
C00465930,,R
C00465948,,R
C00465955,,R
C00465963,,R
C00465971,,R
C00465989,,R
C00465997,,R
C00466029,,R
C00466037,,R
C00466045,,D
C00466052,,D
C00466060,,I
C00466086,,R
C00466128,,R
C00466136,,D
C00466144,,R
C00466151,,I
C00466185,,R
C00466193,,R
C00466219,,R
C00466227,,R
C00466235,,R
C00466243,,R
C00466268,,R
C00466276,,D
C00466284,,R
C00466292,,R
C00466300,,H
C00466318,,R
C00466342,,R
C00466359,,R
C00466367,,D
C00466375,,D
C00466383,,R
C00466391,,D
C00466409,,R
C00466417,,R
C00466425,,D
C00466482,,R
C00466490,,R
C00466508,,R
C00466516,,R
C00466524,,B
C00466557,,R
C00466565,,R
C00466573,,D
C00466581,,R
C00466607,,D
C00466615,,D
C00466623,,R
C00466631,,R
C00466649,,R
C00466698,,D
C00466706,,D
C00466714,,R
C00466722,,R
C00466730,,R
C00466748,,D
C00466755,,R
C00466763,,D
C00466789,,D
C00466797,,R
C00466805,,R
C00466813,HUMANE SOCIETY LEGISLATIVE FUND POLITICAL ACTION COMMITTEE,D
C00466821,,I
C00466839,,D
C00466847,,R
C00466854,,R
C00466862,,D
C00466870,,R
C00466888,,R
C00466896,,R
C00466912,,D
C00466920,,D
C00466938,,D
C00466961,,R
C00466979,,R
C00466987,,R
C00466995,,D
C00467001,,D
C00467019,,R
C00467027,,R
C00467035,,R
C00467043,,D
C00467050,,D
C00467084,,I
C00467100,,R
C00467118,,D
C00467126,,R
C00467134,,R
C00467175,,D
C00467183,,R
C00467191,,R
C00467209,,I
C00467217,,R
C00467233,,R
C00467241,,D
C00467266,,R
C00467274,,R
C00467282,,R
C00467290,,R
C00467308,,R
C00467316,,R
C00467324,,RPT
C00467357,,D
C00467365,,R
C00467399,,I
C00467407,,I
C00467423,,R
C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,R
C00467449,,D
C00467456,,D
C00467464,,D
C00467480,,D
C00467498,,R
C00467506,,R
C00467514,,R
C00467522,,R
C00467530,,R
C00467548,,I
C00467563,,R
C00467571,"ANDY BARR FOR CONGRESS, INC.",R
C00467597,,R
C00467613,,R
C00467621,,D
C00467647,,R
C00467654,,R
C00467670,,D
C00467688,,R
C00467696,,D
C00467704,,NPA
C00467712,,R
C00467720,,R
C00467738,,R
C00467753,,R
C00467761,,R
C00467779,,R
C00467787,,R
C00467795,,H
C00467803,,D
C00467845,,I
C00467852,,D
C00467860,,R
C00467878,,D
C00467886,,R
C00467894,,R
C00467902,,D
C00467910,,D
C00467928,,R
C00467944,,R
C00467951,,R
C00467969,,R
C00467977,,R
C00467985,,R
C00467993,,D
C00468017,,R
C00468025,,R
C00468033,,D
C00468041,,R
C00468058,,D
C00468066,,R
C00468082,,R
C00468090,,R
C00468108,,R
C00468116,,R
C00468124,,R
C00468132,,R
C00468140,,I
C00468165,,R
C00468173,,R
C00468181,,R
C00468199,,R
C00468249,,R
C00468256,,R
C00468264,,R
C00468280,,R
C00468314,"DEMOCRACY ENGINE, INC., PAC",D
C00468322,,D
C00468348,,R
C00468355,,R
C00468363,,R
C00468371,,R
C00468389,,R
C00468405,,R
C00468413,,D
C00468421,,R
C00468454,,R
C00468462,,R
C00468488,,D
C00468496,,R
C00468520,,D
C00468546,,R
C00468553,,D
C00468561,,R
C00468579,,R
C00468587,,R
C00468595,,R
C00468603,,GOP
C00468611,,R
C00468629,,R
C00468637,,D
C00468645,,WNC
C00468652,,D
C00468660,VERTEX PHARMACEUTICALS INCORPORATED POLITICAL ACTION COMMITTEE,N
C00468678,,I
C00468686,,D
C00468694,,R
C00468710,,R
C00468728,,D
C00468736,,R
C00468751,,R
C00468769,,R
C00468777,,H
C00468827,,D
C00468843,,R
C00468850,,R
C00468884,,R
C00468900,,R
C00468926,,H
C00468934,,R
C00468942,,D
C00468959,,R
C00468967,,H
C00468975,,R
C00468983,,R
C00468991,,R
C00469007,,R
C00469023,MAGGIE'S LIST,R
C00469031,,D
C00469049,,D
C00469056,,R
C00469072,,D
C00469080,NATIONAL ALLIANCE OF FOREST OWNERS POLITICAL ACTION COMMITTEE (NAFO PAC),N
C00469114,,D
C00469122,,R
C00469130,,D
C00469148,,R
C00469155,,R
C00469163,,D
C00469171,,R
C00469189,,D
C00469247,,D
C00469254,,O
C00469270,,R
C00469288,,H
C00469296,,D
C00469304,,R
C00469312,,R
C00469320,,D
C00469338,,D
C00469353,,R
C00469361,,R
C00469379,,R
C00469387,,FWP
C00469403,,R
C00469429,CMR POLITICAL ACTION COMMITTEE,R
C00469445,,R
C00469452,,D
C00469486,,R
C00469494,,R
C00469510,,I
C00469528,,R
C00469536,,R
C00469551,,R
C00469569,,R
C00469577,,R
C00469585,,D
C00469593,,R
C00469627,,R
C00469635,,R
C00469643,,R
C00469684,,R
C00469692,,R
C00469700,,D
C00469718,,H
C00469726,,D
C00469734,,R
C00469742,,R
C00469775,,R
C00469783,,R
C00469791,,R
C00469809,,R
C00469817,,D
C00469833,,D
C00469841,,R
C00469866,,D
C00469874,,D
C00469882,,I
C00469916,,R
C00469924,,R
C00469932,,D
C00469940,,D
C00469957,,R
C00469965,,R
C00469973,,R
C00469981,,D
C00469999,,R
C00470005,,R
C00470039,,R
C00470047,,R
C00470054,,R
C00470096,,R
C00470104,,I
C00470112,,R
C00470120,,D
C00470138,,I
C00470146,,D
C00470153,,D
C00470179,,R
C00470187,,D
C00470203,,R
C00470229,,I
C00470237,,D
C00470245,,D
C00470294,,R
C00470310,,R
C00470328,,R
C00470336,,D
C00470344,,I
C00470351,,R
C00470393,,R
C00470419,,R
C00470641,,I
C00470658,,R
C00470716,,R
C00470724,,I
C00470732,,R
C00470757,,R
C00470765,PROGRESS FOR OREGON,D
C00470773,,I
C00470781,,R
C00470799,,R
C00470807,,R
C00470823,,R
C00470831,,R
C00470849,,I
C00470856,,R
C00470864,,R
C00470880,,R
C00470906,,R
C00470914,,R
C00470922,,D
C00470948,,R
C00470955,,R
C00470963,,D
C00470971,,I
C00470989,,R
C00470997,,R
C00471029,,R
C00471037,,R
C00471052,,D
C00471078,,R
C00471086,,D
C00471094,,R
C00471102,,R
C00471110,,D
C00471128,,R
C00471136,,R
C00471144,,R
C00471151,,R
C00471169,ALEXION PHARMACEUTICALS INC. PAC,D
C00471177,,D
C00471185,,R
C00471193,,NAP
C00471201,,R
C00471219,,R
C00471227,,R
C00471235,,R
C00471243,,R
C00471268,,D
C00471276,,R
C00471284,,R
C00471292,,R
C00471300,,R
C00471318,,R
C00471342,,D
C00471359,,R
C00471367,,I
C00471375,,D
C00471383,,D
C00471409,,I
C00471417,,I
C00471425,,R
C00471433,,D
C00471441,,D
C00471458,,R
C00471466,,R
C00471474,,R
C00471482,,R
C00471490,,R
C00471516,,R
C00471524,,R
C00471532,,D
C00471540,ENVIRONMENTAL DEFENSE ACTION FUND PAC (EDAF PAC),D
C00471557,,D
C00471573,,R
C00471607,,R
C00471615,,R
C00471623,,D
C00471631,,D
C00471664,,D
C00471672,,R
C00471680,,D
C00471714,,NPA
C00471722,,D
C00471730,,R
C00471755,,R
C00471763,,R
C00471771,,D
C00471789,,R
C00471797,,R
C00471805,,R
C00471821,,R
C00471854,,H
C00471862,,R
C00471870,,R
C00471888,,D
C00471896,,R
C00471904,,UNK
C00471912,,R
C00471920,,D
C00471938,,R
C00471946,,R
C00471953,,D
C00471961,,D
C00471979,,D
C00471987,,R
C00471995,,R
C00472001,,R
C00472043,,D
C00472050,,R
C00472068,,I
C00472076,,R
C00472084,,R
C00472092,,R
C00472100,,I
C00472118,,R
C00472126,,D
C00472134,,R
C00472142,,R
C00472159,,D
C00472175,,R
C00472183,,I
C00472191,,R
C00472209,,B
C00472217,,R
C00472233,,R
C00472241,,R
C00472266,,R
C00472274,,H
C00472282,,D
C00472290,,R
C00472316,,D
C00472332,,R
C00472340,,R
C00472357,,R
C00472365,,R
C00472373,,R
C00472381,,D
C00472399,,I
C00472456,,O
C00472472,,D
C00472480,,R
C00472498,,D
C00472522,,I
C00472530,,R
C00472548,,NPA
C00472555,,R
C00472563,,R
C00472597,,R
C00472605,,R
C00472613,,R
C00472621,,R
C00472647,,D
C00472654,,R
C00472662,,R
C00472670,,D
C00472688,,I
C00472696,,R
C00472704,JAIME FOR CONGRESS,R
C00472712,,R
C00472720,,R
C00472738,,R
C00472746,,R
C00472761,,I
C00472779,,D
C00472787,,R
C00472795,,D
C00472803,,GOP
C00472811,,D
C00472845,,D
C00472852,,R
C00472860,,R
C00472878,,R
C00472886,,R
C00472894,ELECTING WOMEN POLITICAL ACTION COMMITTEE,D
C00472902,,B
C00472910,,I
C00472928,,D
C00472936,,R
C00472944,,D
C00472951,,R
C00472977,,R
C00472985,,R
C00473009,,I
C00473017,,R
C00473033,,R
C00473058,,R
C00473066,,R
C00473074,,R
C00473090,,R
C00473124,,R
C00473132,,R
C00473140,,D
C00473157,,R
C00473165,,D
C00473173,,H
C00473181,,D
C00473199,,D
C00473207,,R
C00473215,,R
C00473231,,R
C00473249,GRAND CANYON STATE CAUCUS,D
C00473256,,R
C00473264,,I
C00473272,,R
C00473280,,R
C00473298,,R
C00473306,,R
C00473314,,D
C00473322,,R
C00473330,,R
C00473348,,R
C00473355,,R
C00473363,,R
C00473371,,R
C00473405,,R
C00473413,,D
C00473421,,R
C00473439,,R
C00473447,,R
C00473454,,R
C00473462,,R
C00473470,,D
C00473488,,I
C00473496,,D
