committee_id,committee_name,Political Affiliation
C00144360,,R
C00144568,,R
C00144667,,R
C00144675,,D
C00144691,,R
C00144709,,D
C00144717,,R
C00144758,,D
C00144766,NATIONAL BEER WHOLESALERS ASSOCIATION POLITICAL ACTION COMMITTEE,N
C00144774,SOUTHERN COMPANY EMPLOYEES PAC,R
C00144857,,R
C00144865,,R
C00144873,,R
C00144899,,R
C00144907,,D
C00145037,"SOUTHERN COMPANY GAS PAC, INC.",R
C00145060,,R
C00145078,,R
C00145128,,D
C00145136,,R
C00145193,,UNK
C00145243,,R
C00145292,,D
C00145318,,R
C00145375,,R
C00145409,,D
C00145417,,D
C00145433,,D
C00145441,,D
C00145458,,R
C00145490,,D
C00145508,,R
C00145516,,D
C00145532,,R
C00145557,,R
C00145565,,R
C00145573,,D
C00145581,,R
C00145607,,R
C00145615,,R
C00145664,,R
C00145680,,D
C00145748,,D
C00145755,,R
C00145821,,R
C00145839,,R
C00145847,,R
C00145854,,R
C00145862,,R
C00145870,,R
C00145904,,R
C00145912,,D
C00145953,,R
C00145961,,R
C00145995,,R
C00146001,,R
C00146027,,D
C00146092,,D
C00146134,,R
C00146142,,D
C00146159,,D
C00146209,,D
C00146217,,R
C00146316,,R
C00146332,,R
C00146449,,R
C00146464,,D
C00146522,,R
C00146530,,R
C00146548,,D
C00146621,,R
C00146654,,R
C00146662,,R
C00146670,,R
C00146696,,R
C00146704,,D
C00146720,,R
C00146738,,R
C00146779,,D
C00146837,,R
C00146845,,R
C00146852,,D
C00146860,,R
C00146878,,D
C00146928,,R
C00146993,,R
C00147025,,D
C00147066,AMERICAN COUNCIL OF LIFE INSURERS POLITICAL ACTION COMMITTEE,N
C00147116,,R
C00147124,,R
C00147199,,D
C00147207,,R
C00147215,,R
C00147264,,D
C00147280,,D
C00147298,,D
C00147306,,D
C00147314,,R
C00147348,,R
C00147413,,D
C00147439,,R
C00147447,,D
C00147454,,D
C00147512,CONGRESSIONAL BLACK CAUCUS PAC,D
C00147520,,R
C00147561,,R
C00147579,,D
C00147587,,R
C00147595,,D
C00147603,,D
C00147611,,D
C00147660,,D
C00147678,,R
C00147686,,D
C00147728,,UNK
C00147744,,D
C00147777,,D
C00147785,,D
C00147801,,R
C00147843,,D
C00147850,,R
C00147892,,R
C00147926,,I
C00147934,,D
C00147967,,R
C00147983,NATIONAL ACTION COMMITTEE (NACPAC),D
C00148031,CATERPILLAR INC. POLITICAL ACTION COMMITTEE (CATPAC),R
C00148049,,R
C00148064,,R
C00148072,,D
C00148163,,D
C00148171,,R
C00148189,,D
C00148197,,D
C00148205,,R
C00148213,,R
C00148221,,R
C00148239,,R
C00148262,,UNK
C00148296,,D
C00148304,,D
C00148312,,D
C00148320,,D
C00148338,,D
C00148346,,UNK
C00148387,,D
C00148429,,D
C00148452,,R
C00148460,,D
C00148593,,R
C00148635,,D
C00148668,,D
C00148676,,R
C00148692,,D
C00148718,,R
C00148759,,UNK
C00148817,,R
C00148825,,R
C00148833,,R
C00148882,LINCOLN CLUB OF NORTHERN CALIFORNIA FEDERAL PAC,R
C00148924,,R
C00148932,,D
C00148940,,D
C00148957,,R
C00148965,,D
C00148999,FRIENDS OF DICK DURBIN COMMITTEE,D
C00149047,,D
C00149096,,H
C00149104,CHS INC. POLITICAL ACTION COMMITTEE,R
C00149120,,D
C00149187,,D
C00149211,,NAT
C00149310,,R
C00149328,,D
C00149500,,D
C00149534,,D
C00149559,,R
C00149567,,D
C00149633,,D
C00149641,MISSISSIPPI DEMOCRATIC PARTY,D
C00149658,,SUS
C00149666,,D
C00149674,,R
C00149682,,R
C00149708,,D
C00149716,,R
C00149724,,D
C00149732,,R
C00149740,,R
C00149757,,R
C00149815,,D
C00149823,,D
C00149831,,R
C00149849,,D
C00149856,,R
C00149864,,D
C00149898,,I
C00149906,,R
C00149914,,D
C00149922,,D
C00149930,,R
C00149963,,R
C00149971,,D
C00149989,,D
C00150052,,H
C00150060,,R
C00150078,,R
C00150110,,R
C00150227,,H
C00150243,,D
C00150268,,R
C00150284,,D
C00150342,,D
C00150359,,Q
C00150367,NATIONAL VENTURE CAPITAL ASSOCIATION VENTUREPAC,N
C00150375,,R
C00150383,,D
C00150417,,D
C00150433,,R
C00150441,,R
C00150458,,D
C00150516,,D
C00150524,,R
C00150532,,R
C00150540,,R
C00150557,,D
C00150565,,R
C00150573,,D
C00150599,,R
C00150615,,Q
C00150623,,R
C00150672,GEORGIA REPUBLICAN PARTY INC.,R
C00150706,,R
C00150714,,D
C00150722,,Q
C00150805,CROP INSURANCE REINSURANCE BUREAU (CIRB)-PAC,N
C00150821,,D
C00150862,,R
C00150904,,R
C00150920,,R
C00150938,,D
C00150961,,R
C00151068,,R
C00151084,,R
C00151126,,D
C00151134,,R
C00151159,,D
C00151217,,D
C00151225,,D
C00151233,,D
C00151266,,R
C00151274,,R
C00151290,,R
C00151308,,D
C00151316,,R
C00151365,,R
C00151373,,D
C00151381,,R
C00151399,,D
C00151407,,R
C00151431,,I
C00151456,,D
C00151464,,D
C00151472,,R
C00151498,,R
C00151506,,R
C00151530,,R
C00151548,,H
C00151571,,D
C00151589,,R
C00151597,,D
C00151613,,D
C00151639,,D
C00151647,,D
C00151654,,R
C00151712,,R
C00151720,,D
C00151845,,R
C00151852,,R
C00151860,,R
C00151878,,R
C00151886,,D
C00151894,,R
C00151910,,D
C00151969,,R
C00151993,,R
C00152009,,D
C00152058,,R
C00152066,,D
C00152090,,D
C00152108,,D
C00152116,,D
C00152173,,D
C00152181,,D
C00152199,,D
C00152207,,D
C00152215,,R
C00152264,,R
C00152330,,R
C00152355,,R
C00152363,,D
C00152371,,D
C00152389,,R
C00152447,,D
C00152454,,R
C00152470,,R
C00152488,,D
C00152496,,R
C00152504,,D
C00152553,,D
C00152561,,D
C00152587,,D
C00152595,,D
C00152603,,D
C00152611,,R
C00152637,,D
C00152678,,D
C00152686,,D
C00152694,,R
C00152702,,D
C00152710,,D
C00152751,,D
C00152769,,D
C00152777,,D
C00152843,,NAT
C00152868,,D
C00152876,,D
C00152892,NATIONAL SOCIETY OF PROFESSIONAL SURVEYORS INC NSPS PAC,R
C00152942,,D
C00152959,,R
C00152967,,D
C00153007,,R
C00153031,,R
C00153098,,R
C00153197,,D
C00153205,,R
C00153213,,R
C00153221,,R
C00153239,,R
C00153270,,R
C00153288,,D
C00153312,,D
C00153338,,D
C00153353,,D
C00153403,,R
C00153502,,D
C00153510,,D
C00153528,,D
C00153536,,R
C00153551,,R
C00153577,ERIE INDEMNITY COMPANY PAC - FEDERAL,N
C00153593,,D
C00153601,,R
C00153619,,R
C00153676,,R
C00153684,,D
C00153692,,P
C00153742,,D
C00153759,,D
C00153767,,R
C00153775,,R
C00153833,,D
C00153841,,D
C00153908,,R
C00153916,,R
C00153973,,R
C00153981,,D
C00153999,,D
C00154047,,D
C00154120,,D
C00154138,,R
C00154146,,R
C00154153,,R
C00154161,,D
C00154179,,D
C00154187,,D
C00154195,,D
C00154203,,R
C00154211,,R
C00154229,,D
C00154237,,D
C00154245,,R
C00154252,,D
C00154260,,D
C00154278,,D
C00154286,,D
C00154294,,R
C00154302,,R
C00154310,,D
C00154328,,D
C00154369,,R
C00154377,,D
C00154385,,R
C00154401,,R
C00154468,,D
C00154476,,D
C00154526,,D
C00154534,,R
C00154542,,R
C00154559,,R
C00154567,,D
C00154575,,D
C00154583,,D
C00154591,,D
C00154609,,I
C00154617,,D
C00154625,,D
C00154633,,D
C00154658,,D
C00154666,,D
C00154674,,D
C00154708,,H
C00154724,,R
C00154732,,D
C00154773,,D
C00154781,,D
C00154799,,D
C00154815,,R
C00154823,,D
C00154872,,D
C00154880,,R
C00154898,,D
C00154955,,D
C00154989,,R
C00154997,,R
C00155002,,D
C00155051,,R
C00155085,,D
C00155093,,D
C00155101,,D
C00155143,,D
C00155150,,D
C00155200,,R
C00155218,,R
C00155226,,D
C00155234,,R
C00155259,,D
C00155267,,R
C00155275,,D
C00155283,,R
C00155291,,D
C00155325,,D
C00155333,,R
C00155457,,D
C00155481,,D
C00155499,,I
C00155507,,D
C00155515,,D
C00155523,,R
C00155531,,D
C00155598,,D
C00155606,,D
C00155614,,D
C00155622,,D
C00155630,,R
C00155655,,R
C00155663,,D
C00155671,,I
C00155689,,R
C00155697,,R
C00155721,,R
C00155747,,D
C00155754,,D
C00155762,,H
C00155804,,R
C00155812,,D
C00155820,,R
C00155838,,D
C00155879,,D
C00155903,,D
C00155911,,D
C00155929,,D
C00155937,,D
C00155952,DEMOCRATIC PARTY OF VIRGINIA,D
C00155960,,D
C00155978,,D
C00155986,,R
C00155994,,R
C00156000,,R
C00156018,,D
C00156026,,D
C00156034,,D
C00156042,,R
C00156091,,R
C00156109,,D
C00156117,,R
C00156125,,D
C00156133,,R
C00156141,,I
C00156158,,D
C00156174,,R
C00156257,,R
C00156265,,R
C00156281,,R
C00156299,,D
C00156307,,D
C00156331,,D
C00156349,,R
C00156356,,R
C00156380,,R
C00156398,,D
C00156406,,D
C00156414,,D
C00156422,,D
C00156430,,R
C00156448,,D
C00156455,,D
C00156463,,R
C00156497,,R
C00156505,,D
C00156513,,R
C00156521,,R
C00156539,,D
C00156547,,A
C00156570,,D
C00156588,,R
C00156604,,R
C00156612,,D
C00156620,,R
C00156638,,R
C00156646,,R
C00156679,,D
C00156687,,D
C00156703,,R
C00156711,,D
C00156729,,R
C00156737,,D
C00156745,,D
C00156752,,R
C00156760,,D
C00156778,,R
C00156786,,D
C00156794,,D
C00156802,,D
C00156810,,R
C00156885,,A
C00156893,,R
C00156901,,D
C00156935,AMERICAN INTELLECTUAL PROPERTY LAW ASSOCIATION (AIPLA) PAC,N
C00156943,,D
C00156950,,D
C00156968,,D
C00156976,,R
C00157008,,I
C00157016,,R
C00157024,,R
C00157032,,R
C00157040,,D
C00157057,,D
C00157065,,D
C00157073,,D
C00157081,,R
C00157099,,D
C00157123,,R
C00157149,,R
C00157156,,R
C00157172,,D
C00157222,,R
C00157230,,R
C00157248,,R
C00157255,,D
C00157263,,D
C00157271,,D
C00157297,,D
C00157305,,D
C00157388,,D
C00157404,,D
C00157529,,R
C00157560,,I
C00157594,,D
C00157602,,D
C00157610,,D
C00157628,,R
C00157644,,D
C00157651,,D
C00157669,,D
C00157677,"ARAMARK SERVICES, INC. PAC (ARAMARK PAC)",N
C00157685,,R
C00157701,,R
C00157719,,D
C00157727,,R
C00157735,,D
C00157768,,R
C00157834,,D
C00157891,,D
C00157909,,D
C00157941,PEACE ACTION PAC/ FKA SANE/FREEZE PAC,D
C00157982,,D
C00157990,,R
C00158006,,Q
C00158014,,R
C00158022,,D
C00158030,,R
C00158048,,D
C00158055,,D
C00158089,,I
C00158162,,R
C00158170,,D
C00158188,,D
C00158196,,I
C00158204,,R
C00158246,,UNK
C00158261,,D
C00158279,,D
C00158311,,D
C00158378,,D
C00158394,,D
C00158402,,R
C00158436,,R
C00158444,,R
C00158451,,H
C00158469,,R
C00158477,,D
C00158485,,D
C00158493,,R
C00158501,,R
C00158519,,D
C00158527,,R
C00158535,,D
C00158543,,D
C00158550,,D
C00158584,,D
C00158592,,R
C00158600,,R
C00158626,,R
C00158634,,D
C00158766,,D
C00158774,,R
C00158782,,R
C00158790,,D
C00158808,,R
C00158824,,D
C00158857,,D
C00158881,NEW YORK LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE,N
C00158907,,Q
C00158923,,D
C00158931,,D
C00158949,,D
C00158964,,D
C00158972,,D
C00159004,,R
C00159012,,D
C00159020,,D
C00159111,,D
C00159129,,D
C00159152,,D
C00159160,,R
C00159178,,R
C00159186,,R
C00159194,,D
C00159236,,D
C00159251,,D
C00159269,,R
C00159277,,R
C00159285,,D
C00159392,,D
C00159426,,I
C00159434,,R
C00159442,,D
C00159459,,D
C00159475,,R
C00159491,,D
C00159509,,D
C00159517,,D
C00159525,,D
C00159533,,D
C00159541,,R
C00159558,,R
C00159566,,R
C00159574,,D
C00159582,,D
C00159590,,R
C00159608,,D
C00159616,,D
C00159624,,R
C00159632,,Q
C00159673,,D
C00159681,,R
C00159699,,R
C00159723,,R
C00159731,,Q
C00159756,,R
C00159764,,D
C00159772,,R
C00159780,,R
C00159798,,D
C00159806,,D
C00159830,,R
C00159871,,I
C00159889,,D
C00159905,,R
C00159913,,R
C00159921,,R
C00159947,,Q
C00159970,,R
C00159996,,D
C00160002,,D
C00160010,,R
C00160028,,COM
C00160036,,D
C00160044,,D
C00160069,,D
C00160127,,D
C00160135,,R
C00160184,,D
C00160200,,R
C00160218,,D
C00160226,,R
C00160234,,R
C00160259,HEALTHCARE ASSOCIATION OF NEW YORK STATE AND ALLIED ASSOCIATIONS' FEDERAL PAC (HANYS FEDERAL PAC),N
C00160275,,R
C00160283,,R
C00160291,,I
C00160333,,R
C00160341,,H
C00160358,,D
C00160374,,H
C00160382,,D
C00160390,,R
C00160408,,R
C00160416,,R
C00160424,,D
C00160432,,D
C00160457,,R
C00160531,,R
C00160549,,H
C00160556,,D
C00160564,,R
C00160572,,D
C00160580,,D
C00160598,,D
C00160606,,D
C00160614,,D
C00160648,,D
C00160689,,D
C00160721,,D
C00160747,,D
C00160754,,V
C00160788,,R
C00160804,,V
C00160853,,D
C00160861,,R
C00160879,,D
C00160887,,D
C00160937,,D
C00161000,,D
C00161018,,D
C00161059,,R
C00161067,,D
C00161075,,R
C00161083,,R
C00161141,GUIDEWELL MUTUAL HOLDING CORPORATION POLITICAL ACTION COMMITTEE (GUIDEWELL PAC),N
C00161182,,D
C00161232,,D
C00161240,,D
C00161257,,D
C00161323,,Q
C00161331,,R
C00161364,,R
C00161406,,R
C00161430,,R
C00161448,,R
C00161455,,D
C00161463,,R
C00161471,,R
C00161489,,D
C00161505,,D
C00161513,,D
C00161521,,D
C00161547,,I
C00161554,,I
C00161562,,R
C00161737,,R
C00161786,COLORADO DEMOCRATIC PARTY,D
C00161810,,D
C00161844,,D
C00161901,"EQUITABLE HOLDINGS, INC. POLITICAL ACTION COMMITTEE (EQUITABLE PAC)",N
C00161943,,D
C00162024,,SUS
C00162032,,CIT
C00162057,,H
C00162073,,D
C00162115,,D
C00162123,,D
C00162131,,I
C00162172,,H
C00162198,,D
C00162230,,R
C00162248,,D
C00162271,,D
C00162297,,D
C00162339,,R
C00162347,,D
C00162362,,D
C00162487,,R
C00162511,,D
C00162578,,D
C00162586,,H
C00162644,,R
C00162669,,H
C00162677,,R
C00162727,,R
C00162743,,D
C00162768,,I
C00162826,,R
C00162842,,R
C00162859,,R
C00162867,,R
C00162909,,D
C00162917,,R
C00162925,,R
C00162966,,R
C00162982,,D
C00163014,,D
C00163022,,R
C00163048,CAP-PAC SEPARATE SEGREGATED FUND OF THE NATIONAL COMMUNITY ACTION FOUNDATION INC,N
C00163055,,D
C00163071,,CIT
C00163089,,D
C00163097,,H
C00163105,,R
C00163121,,D
C00163162,,D
C00163196,,NAT
C00163261,,D
C00163345,,R
C00163386,,R
C00163394,,R
C00163402,,Q
C00163410,,D
C00163592,,D
C00163634,,D
C00163642,,R
C00163659,,R
C00163667,,I
C00163758,,D
C00163832,CSX CORPORATION GOOD GOVERNMENT FUND,N
C00163915,,R
C00163931,,R
C00163949,,H
C00163972,,R
C00164004,,NNE
C00164079,,Q
C00164087,,UNK
C00164129,,D
C00164145,UNITED SERVICES AUTOMOBILE ASSOCIATION EMPLOYEE PAC - USAA EMPLOYEE PAC,N
C00164186,,D
C00164194,,R
C00164236,,R
C00164301,,D
C00164335,,D
C00164343,,D
C00164350,,D
C00164418,,R
C00164442,,D
C00164509,INTERNATIONAL FEDERATION OF PROFESSIONAL AND TECHNICAL ENGINEERS LEGISLATIVE EDUCATION ACTION PROGRAM-POLITICAL ACTION COMMITTEE,D
C00164533,,D
C00164541,,D
C00164608,,D
C00164616,,D
C00164707,,UNK
C00164715,,D
C00164764,,R
C00164822,,D
C00164855,,D
C00164871,,D
C00164889,,D
C00164897,,D
C00164913,,R
C00164954,,D
C00164962,,D
C00165043,,D
C00165068,,I
C00165118,,R
C00165126,,I
C00165142,,R
C00165167,,D
C00165175,,D
C00165183,,UNK
C00165191,,R
C00165209,,R
C00165241,,D
C00165258,,D
C00165266,,D
C00165332,,D
C00165373,,D
C00165431,,R
C00165449,,D
C00165464,,D
C00165506,,I
C00165548,SAC PAC,D
C00165571,,R
C00165597,,D
C00165688,NORTH CAROLINA DEMOCRATIC PARTY - FEDERAL,D
C00165720,,R
C00165753,,D
C00165787,,R
C00165803,,R
C00165811,,R
C00165837,,D
C00165852,,D
C00165886,,D
C00165894,,D
C00165910,,D
C00165944,MID MANHATTAN POLITICAL ACTION COMMITTEE (MID PAC),D
C00166017,,R
C00166025,,R
C00166124,,H
C00166132,,R
C00166140,,R
C00166157,,D
C00166173,,R
C00166207,,D
C00166231,,D
C00166371,,D
C00166389,,UNK
C00166405,,D
C00166413,,D
C00166504,,D
C00166587,,D
C00166678,,D
C00166694,,D
C00166702,,D
C00166710,ARIZONA DEMOCRATIC PARTY,D
C00166819,,R
C00166827,,D
C00166900,,R
C00166942,,D
C00167015,,D
C00167023,,D
C00167080,,D
C00167130,PENNSYLVANIA DEMOCRATIC PARTY,D
C00167148,,D
C00167155,,D
C00167213,,R
C00167247,,R
C00167254,,D
C00167296,,D
C00167312,,D
C00167320,CONNECTICUT DEMOCRATIC STATE CENTRAL COMMITTEE,D
C00167346,,D
C00167353,,D
C00167437,,D
C00167478,,D
C00167510,,R
C00167528,,R
C00167577,,R
C00167585,,D
C00167601,,R
C00167759,VIACOMCBS INC. POLITICAL ACTION COMMITTEE,D
C00167767,,D
C00167775,,D
C00167791,,D
C00167809,,I
C00167841,,D
C00167874,,R
C00167882,,D
C00167890,,R
C00167924,,D
C00167932,,D
C00167973,,R
C00168005,,D
C00168062,,R
C00168088,,D
C00168112,,D
C00168187,,D
C00168328,,D
C00168344,,D
C00168567,,D
C00168583,,D
C00168617,,D
C00168633,,D
C00168724,,D
C00168732,,D
C00168807,,D
C00168823,,D
C00168831,,R
C00168849,,D
C00168898,,D
C00168906,,D
C00168930,,D
C00168948,,D
C00168971,,R
C00168989,,UNK
C00168997,,UNK
C00169003,,D
C00169045,,R
C00169052,,D
C00169102,,R
C00169177,,D
C00169268,,D
C00169292,,D
C00169300,,R
C00169409,,R
C00169425,,R
C00169466,,D
C00169474,,D
C00169557,,D
C00169573,,D
C00169607,,R
C00169672,,D
C00169680,,D
C00169706,,R
C00169730,,D
C00169748,,R
C00169771,,R
C00169797,,D
C00169821,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC),N
C00169854,,R
C00169862,,H
C00169904,,R
C00169912,,D
C00169938,,R
C00169946,,UNK
C00170001,,R
C00170043,,R
C00170050,,UNK
C00170076,,R
C00170084,,R
C00170092,,R
C00170100,,UNK
C00170134,,D
C00170167,,R
C00170175,,R
C00170209,,D
C00170217,,D
C00170225,,R
C00170233,,D
C00170258,NATIONAL ASSOCIATION OF MUTUAL INSURANCE COMPANIES PAC,R
C00170266,,H
C00170316,,NAT
C00170324,,D
C00170332,,R
C00170340,,R
C00170357,,D
C00170373,,R
C00170381,,D
C00170399,,UNK
C00170407,,D
C00170415,,R
C00170431,,D
C00170449,,R
C00170506,,R
C00170522,,D
C00170530,,D
C00170548,,D
C00170613,,R
C00170662,,D
C00170688,,D
C00170704,,D
C00170712,,R
C00170720,,R
C00170738,,D
C00170746,,D
C00170845,,R
C00170860,,R
C00170878,,R
C00170886,,D
C00170894,,D
C00170936,,R
C00171025,,R
C00171074,,D
C00171082,,D
C00171116,,D
C00171124,,D
C00171132,,I
C00171140,,R
C00171165,,D
C00171181,,D
C00171199,,D
C00171207,,D
C00171215,,D
C00171264,,I
C00171348,,R
C00171355,,R
C00171363,,R
C00171371,,D
C00171389,,R
C00171405,,H
C00171454,,D
C00171462,,R
C00171504,EYEPAC POLITICAL ACTION COMMITTEE FOR AMERICAN SOCIETY OF CATARACT AND REFRACTIVE SURGERY,R
C00171520,,R
C00171538,,D
C00171546,,D
C00171629,,D
C00171637,,D
C00171645,,R
C00171678,,R
C00171728,,CIT
C00171769,,D
C00171777,,D
C00171785,,R
C00171793,,R
C00171801,,R
C00171819,,R
C00171843,LIBERTY MUTUAL INSURANCE COMPANY - PAC,N
C00171876,,R
C00171884,,R
C00171892,,R
C00171900,,D
C00171918,,D
C00171926,"EMPLOYEES OF DUPONT PAC - DUPONT DE NEMOURS, INC.",N
C00171942,,D
C00171959,,R
C00171983,,D
C00171991,,D
C00172023,,R
C00172080,,R
C00172148,,R
C00172155,,D
C00172197,,R
C00172213,,R
C00172239,,D
C00172254,,D
C00172262,,R
C00172304,,R
C00172312,,I
C00172346,,D
C00172353,,R
C00172403,,R
C00172411,,R
C00172429,,D
C00172437,,D
C00172445,,D
C00172452,,R
C00172460,,D
C00172478,,UNK
C00172486,,D
C00172502,,R
C00172510,,R
C00172528,,R
C00172536,,H
C00172544,,I
C00172551,,R
C00172569,,UNK
C00172619,,D
C00172627,,D
C00172635,,NAT
C00172676,,D
C00172700,,I
C00172718,,D
C00172726,,R
C00172734,,R
C00172742,,D
C00172759,,R
C00172783,,D
C00172817,,D
C00172825,,D
C00172833,AMERICAN ASSOCIATION OF CROP INSURERS PAC,R
C00172841,UNITED EGG ASSOCIATION EGGPAC,N
C00172882,,D
C00172890,,D
C00172908,,R
C00172916,,R
C00172957,,D
C00172965,,R
C00172973,,R
C00172981,,D
C00173005,,R
C00173013,,R
C00173021,,R
C00173039,,R
C00173054,,R
C00173062,,R
C00173070,,R
C00173112,,R
C00173120,,D
C00173138,,R
C00173146,,R
C00173153,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED FUND (CRNA-PAC),N
C00173179,,R
C00173195,,R
C00173211,,I
C00173294,,R
C00173302,,R
C00173351,,D
C00173427,,D
C00173435,,D
C00173443,,I
C00173450,,I
C00173468,,D
C00173476,,D
C00173484,,R
C00173591,,R
C00173609,,D
C00173617,,D
C00173625,,D
C00173641,,I
C00173658,,D
C00173674,,D
C00173682,,R
C00173690,,R
C00173708,,R
C00173716,,I
C00173724,,R
C00173732,,D
C00173740,,R
C00173757,,D
C00173765,,D
C00173773,,D
C00173799,,R
C00173807,,I
C00173815,,D
C00173823,,D
C00173831,,R
C00173849,,R
C00173856,,R
C00173864,,D
C00173872,,R
C00173880,,D
C00173930,,D
C00173971,,D
C00174003,,D
C00174045,,D
C00174052,,D
C00174086,,R
C00174144,,R
C00174151,,R
C00174169,,R
C00174193,,R
C00174201,,D
C00174219,,D
C00174250,,UNK
C00174268,,D
C00174276,,D
C00174284,,R
C00174292,,R
C00174300,,D
C00174326,,R
C00174334,,R
C00174342,,R
C00174391,CONVENIENCE DISTRIBUTION ASSOCIATION PAC,R
C00174409,,I
C00174417,,D
C00174433,,R
C00174441,,D
C00174458,,R
C00174466,,R
C00174474,,D
C00174482,,D
C00174490,,R
C00174508,,R
C00174516,,D
C00174524,,R
C00174532,,D
C00174540,,R
C00174565,,R
C00174623,,R
C00174649,,R
C00174656,,R
C00174664,,D
C00174672,,R
C00174680,,R
C00174698,,R
C00174706,,D
C00174714,,D
C00174730,,R
C00174755,,R
C00174771,,R
C00174797,,R
C00174805,,D
C00174813,,R
C00174821,,R
C00174839,,R
C00174888,,R
C00174896,,R
C00174904,,I
C00174912,,D
C00174920,,D
C00174938,,R
C00174946,,R
C00174953,,D
C00174961,,R
C00174979,,R
C00175018,,R
C00175026,,R
C00175059,,D
C00175067,,R
C00175083,,R
C00175117,,D
C00175125,,UNK
C00175133,,R
C00175141,,R
C00175158,,D
C00175174,,D
C00175182,,D
C00175240,,D
C00175257,,D
C00175265,,R
C00175281,,D
C00175356,,D
C00175398,,R
C00175406,,R
C00175414,,D
C00175422,,R
C00175430,,R
C00175448,,R
C00175455,,D
C00175463,,D
C00175471,,D
C00175562,,R
C00175570,,R
C00175588,,R
C00175604,,R
C00175612,,D
C00175620,,R
C00175646,,D
C00175661,,D
C00175679,,R
C00175687,,D
C00175695,,R
C00175703,,R
C00175711,,R
C00175729,,R
C00175737,,D
C00175745,,D
C00175752,,R
C00175760,,R
C00175794,,R
C00175802,,Q
C00175844,,R
C00175869,,R
C00175877,,D
C00175885,,R
C00175901,,R
C00175919,,R
C00175927,,R
C00175935,,R
C00175992,,R
C00176008,,D
C00176016,,D
C00176024,,D
C00176032,,R
C00176040,,D
C00176065,,D
C00176073,,R
C00176081,,R
C00176099,,R
C00176107,,D
C00176115,,D
C00176123,,D
C00176164,,R
C00176172,,D
C00176305,,R
C00176313,,R
C00176321,,R
C00176339,,D
C00176347,,R
C00176354,,D
C00176362,,R
C00176420,,D
C00176446,,R
C00176453,,R
C00176479,,D
C00176495,,I
C00176511,,D
C00176529,,R
C00176537,,H
C00176545,,R
C00176552,,R
C00176560,,R
C00176586,,D
C00176594,,D
C00176636,,D
C00176651,,D
C00176669,,D
C00176685,,R
C00176693,,R
C00176735,,R
C00176743,,H
C00176768,,D
C00176776,,D
C00176792,,D
C00176800,,UNK
C00176818,,R
C00176826,,R
C00176834,,R
C00176842,,R
C00176859,,R
C00176958,,I
C00176966,,UNK
C00176974,,I
C00176982,,D
C00177006,,D
C00177014,,UNK
C00177022,,D
C00177030,,R
C00177048,,R
C00177147,,D
C00177162,,R
C00177170,,D
C00177188,,D
C00177196,,R
C00177220,,R
C00177253,,D
C00177279,,D
C00177287,,D
C00177295,,R
C00177303,,R
C00177311,,R
C00177329,,R
C00177352,,R
C00177386,,D
C00177444,,R
C00177451,,D
C00177469,PG&E CORPORATION EMPLOYEES ENERGYPAC,D
C00177527,,D
C00177535,,R
C00177568,,R
C00177576,,R
C00177584,,R
C00177592,,D
C00177600,,R
C00177618,,D
C00177626,,D
C00177634,,D
C00177642,,R
C00177659,,D
C00177667,,R
C00177675,,R
C00177691,,R
C00177709,,I
C00177717,,UNK
C00177725,,R
C00177733,,R
C00177774,,R
C00177782,,COM
C00177816,,I
C00177824,,D
C00177832,,I
C00177899,,D
C00177907,,R
C00177915,,D
C00177923,,D
C00177931,,R
C00177949,,R
C00177956,,D
C00177964,,D
C00178038,NEW HAMPSHIRE DEMOCRATIC PARTY,D
C00178087,,R
C00178111,,D
C00178129,,R
C00178152,,D
C00178186,,D
C00178210,,R
C00178228,,R
C00178277,,R
C00178285,,R
C00178301,,R
C00178335,,D
C00178343,,R
C00178350,,D
C00178368,,D
C00178376,,R
C00178384,,R
C00178392,,R
C00178400,,R
C00178418,,D
C00178426,,R
C00178434,,R
C00178442,,D
C00178459,,D
C00178483,,R
C00178491,,R
C00178541,,NAT
C00178566,,R
C00178574,,D
C00178582,,D
C00178624,,R
C00178632,,R
C00178640,,R
C00178665,,R
C00178699,,I
C00178723,,R
C00178731,,D
C00178749,,R
C00178756,,R
C00178780,,R
C00178806,,R
C00178814,,R
C00178822,,R
C00178897,,D
C00178905,,R
C00178913,,R
C00178921,,R
C00179036,,R
C00179044,,R
C00179069,,R
C00179085,,D
C00179093,,D
C00179101,,D
C00179184,,R
C00179192,,D
C00179218,,R
C00179242,,R
C00179259,,D
C00179267,,R
C00179283,,D
C00179291,,D
C00179309,,R
C00179317,,R
C00179325,,D
C00179341,,UNK
C00179374,,D
C00179382,,R
C00179390,,R
C00179408,MAINE DEMOCRATIC PARTY,D
C00179416,,R
C00179424,,R
C00179432,,D
C00179481,,R
C00179564,,D
C00179572,,R
C00179580,,R
C00179598,,D
C00179648,,D
C00179663,,R
C00179671,,D
C00179689,,R
C00179713,,R
C00179721,,D
C00179739,,R
C00179747,,D
C00179770,,D
C00179788,,R
C00179796,,R
C00179812,,R
C00179820,,D
C00179838,,D
C00179911,,D
C00179929,,D
C00179937,,R
C00179945,,R
C00179952,,D
C00179960,,D
C00179978,,D
C00179986,,D
